cluster	cluster_id	num_samples	representative	feature	feature_alt	gene	gene_alt	product	product_alt	name	name_alt	dbxref	dbxref_alt	6952-4-17	6952-4-19	6999-1-11	6999-1-3	6999-5-12	6999-5-5	6999-7-20	7001-3-2	7553-4-28	7622-3-93	7622-4-37	7622-4-48	7622-5-52	7622-5-56	7622-5-93
Cluster_4327	Cluster_4327	6	7622-5-56_HCMIMP_02045__7622-5-56_HCMIMP_02050	unannotated	CDS			Chlorohydrolase		Chlorohydrolase		SO:0001217,UniRef:UniRef50_A0A3A4RXX5			6952-4-19_IDAKCO_03315__6952-4-19_IDAKCO_03320		6999-1-3_MFDHOJ_02820		6999-5-5_IEJANN_02140__6999-5-5_IEJANN_02145			7553-4-28_BBELPC_07385__7553-4-28_BBELPC_07390	7622-3-93_BNKJJA_02575__7622-3-93_BNKJJA_02580				7622-5-56_HCMIMP_02045__7622-5-56_HCMIMP_02050	
Cluster_4328	Cluster_4328	1	7622-5-56_HCMIMP_02050__7622-5-56_HCMIMP_02055	unannotated																							7622-5-56_HCMIMP_02050__7622-5-56_HCMIMP_02055	
ugpB.4	Cluster_4329	15	7622-5-56_HCMIMP_02115	CDS		ugpB		ABC-type glycerol-3-phosphate transport system, periplasmic component		ABC-type glycerol-3-phosphate transport system, periplasmic component		COG:COG1653,COG:G,RefSeq:WP_000672121.1,SO:0001217,UniParc:UPI0000051948,UniRef:UniRef100_A0A064C6G7,UniRef:UniRef50_R9LM72,UniRef:UniRef90_A0A064C6G7		6952-4-17_LCDOPK_03500	6952-4-19_IDAKCO_01520	6999-1-11_GAMHDO_03550	6999-1-3_MFDHOJ_02885	6999-5-12_GABGCO_03375	6999-5-5_IEJANN_02200	6999-7-20_BDNIPI_00675	7001-3-2_ILCIHP_02100	7553-4-28_BBELPC_03350	7622-3-93_BNKJJA_02645	7622-4-37_HCELOA_03545	7622-4-48_OIGNLO_01740	7622-5-52_DJJKEI_01810	7622-5-56_HCMIMP_02115	7622-5-93_FBDJDO_00310
Cluster_4330	Cluster_4330	15	7622-5-56_HCMIMP_02115__7622-5-56_HCMIMP_02120	unannotated										6952-4-17_LCDOPK_03495__6952-4-17_LCDOPK_03500	6952-4-19_IDAKCO_01515__6952-4-19_IDAKCO_01520	6999-1-11_GAMHDO_03550__6999-1-11_GAMHDO_03555	6999-1-3_MFDHOJ_02885__6999-1-3_MFDHOJ_02890	6999-5-12_GABGCO_03375__6999-5-12_GABGCO_03380	6999-5-5_IEJANN_02200__6999-5-5_IEJANN_02205	6999-7-20_BDNIPI_00670__6999-7-20_BDNIPI_00675	7001-3-2_ILCIHP_02100__7001-3-2_ILCIHP_02105	7553-4-28_BBELPC_03345__7553-4-28_BBELPC_03350	7622-3-93_BNKJJA_02645__7622-3-93_BNKJJA_02650	7622-4-37_HCELOA_03545__7622-4-37_HCELOA_03550	7622-4-48_OIGNLO_01740__7622-4-48_OIGNLO_01745	7622-5-52_DJJKEI_01805__7622-5-52_DJJKEI_01810	7622-5-56_HCMIMP_02115__7622-5-56_HCMIMP_02120	7622-5-93_FBDJDO_00305__7622-5-93_FBDJDO_00310
yggT	Cluster_4331	15	7622-5-56_HCMIMP_02215	CDS		yggT		Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family		Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family		COG:COG0762,COG:O,RefSeq:WP_000576513.1,SO:0001217,UniParc:UPI0000051931,UniRef:UniRef100_A0A1S9ZGF1,UniRef:UniRef50_F2QC76,UniRef:UniRef90_A0A081QXC2		6952-4-17_LCDOPK_03400	6952-4-19_IDAKCO_01420	6999-1-11_GAMHDO_03650	6999-1-3_MFDHOJ_02985	6999-5-12_GABGCO_03475	6999-5-5_IEJANN_02295	6999-7-20_BDNIPI_00580	7001-3-2_ILCIHP_02195	7553-4-28_BBELPC_03260	7622-3-93_BNKJJA_02745	7622-4-37_HCELOA_03645	7622-4-48_OIGNLO_01840	7622-5-52_DJJKEI_01710	7622-5-56_HCMIMP_02215	7622-5-93_FBDJDO_00210
Cluster_4332	Cluster_4332	15	7622-5-56_HCMIMP_02225__7622-5-56_HCMIMP_02230	unannotated										6952-4-17_LCDOPK_03385__6952-4-17_LCDOPK_03390	6952-4-19_IDAKCO_01405__6952-4-19_IDAKCO_01410	6999-1-11_GAMHDO_03660__6999-1-11_GAMHDO_03665	6999-1-3_MFDHOJ_02995__6999-1-3_MFDHOJ_03000	6999-5-12_GABGCO_03485__6999-5-12_GABGCO_03490	6999-5-5_IEJANN_02305__6999-5-5_IEJANN_02310	6999-7-20_BDNIPI_00565__6999-7-20_BDNIPI_00570	7001-3-2_ILCIHP_02205__7001-3-2_ILCIHP_02210	7553-4-28_BBELPC_03245__7553-4-28_BBELPC_03250	7622-3-93_BNKJJA_02755__7622-3-93_BNKJJA_02760	7622-4-37_HCELOA_03655__7622-4-37_HCELOA_03660	7622-4-48_OIGNLO_01850__7622-4-48_OIGNLO_01855	7622-5-52_DJJKEI_01695__7622-5-52_DJJKEI_01700	7622-5-56_HCMIMP_02225__7622-5-56_HCMIMP_02230	7622-5-93_FBDJDO_00195__7622-5-93_FBDJDO_00200
ileS	Cluster_4333	15	7622-5-56_HCMIMP_02230	CDS		ileS		isoleucine--tRNA ligase		isoleucine--tRNA ligase		COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,RefSeq:WP_000768073.1,SO:0001217,UniParc:UPI00016DB824,UniRef:UniRef100_B1I721,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0	COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,RefSeq:WP_023396696.1,SO:0001217,UniParc:UPI0003C0EB6F,UniRef:UniRef100_UPI0003C0EB6F,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0;COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,RefSeq:WP_050198900.1,SO:0001217,UniParc:UPI0005E9B7A0,UniRef:UniRef100_UPI0005E9B7A0,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0;COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,RefSeq:WP_050200885.1,SO:0001217,UniParc:UPI0005DF186F,UniRef:UniRef100_UPI0005DF186F,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0;COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,SO:0001217,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0;COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,RefSeq:WP_000768080.1,SO:0001217,UniParc:UPI00016C309F,UniRef:UniRef100_C1CFN0,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0;COG:COG0060,COG:J,EC:6.1.1.5,GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005737,GO:0006428,GO:0008270,RefSeq:WP_054368370.1,SO:0001217,UniParc:UPI0005DA8522,UniRef:UniRef100_UPI0005DA8522,UniRef:UniRef50_Q74JX6,UniRef:UniRef90_Q04JB0	6952-4-17_LCDOPK_03385	6952-4-19_IDAKCO_01405	6999-1-11_GAMHDO_03665	6999-1-3_MFDHOJ_03000	6999-5-12_GABGCO_03490	6999-5-5_IEJANN_02310	6999-7-20_BDNIPI_00565	7001-3-2_ILCIHP_02210	7553-4-28_BBELPC_03245	7622-3-93_BNKJJA_02760	7622-4-37_HCELOA_03660	7622-4-48_OIGNLO_01855	7622-5-52_DJJKEI_01695	7622-5-56_HCMIMP_02230	7622-5-93_FBDJDO_00195
Cluster_4334	Cluster_4334	13	7622-5-56_HCMIMP_02385__7622-5-56_HCMIMP_02390	unannotated										6952-4-17_LCDOPK_03220__6952-4-17_LCDOPK_03225	6952-4-19_IDAKCO_01235__6952-4-19_IDAKCO_01240	6999-1-11_GAMHDO_03810__6999-1-11_GAMHDO_03815	6999-1-3_MFDHOJ_03160__6999-1-3_MFDHOJ_03165	6999-5-12_GABGCO_03650__6999-5-12_GABGCO_03655	6999-5-5_IEJANN_02470__6999-5-5_IEJANN_02475			7553-4-28_BBELPC_03070__7553-4-28_BBELPC_03075	7622-3-93_BNKJJA_02915__7622-3-93_BNKJJA_02920	7622-4-37_HCELOA_03820__7622-4-37_HCELOA_03825	7622-4-48_OIGNLO_02015__7622-4-48_OIGNLO_02020	7622-5-52_DJJKEI_01530__7622-5-52_DJJKEI_01535	7622-5-56_HCMIMP_02385__7622-5-56_HCMIMP_02390	7622-5-93_FBDJDO_00035__7622-5-93_FBDJDO_00040
ptsN.4	Cluster_4335	13	7622-5-56_HCMIMP_02400	CDS		ptsN		Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		COG:COG1762,COG:GT,RefSeq:WP_000402984.1,SO:0001217,UniParc:UPI0000051904,UniRef:UniRef100_A0A0B7M7R4,UniRef:UniRef50_A0A239SV22,UniRef:UniRef90_A0A0B7M7R4	COG:COG1762,COG:GT,RefSeq:WP_050095253.1,SO:0001217,UniParc:UPI0005E833EA,UniRef:UniRef100_A0A9X8F4D7,UniRef:UniRef50_A0A239SV22,UniRef:UniRef90_A0A0B7M7R4;COG:COG1762,COG:GT,SO:0001217,UniRef:UniRef50_A0A239SV22,UniRef:UniRef90_A0A0B7M7R4	6952-4-17_LCDOPK_03210	6952-4-19_IDAKCO_01225	6999-1-11_GAMHDO_03825	6999-1-3_MFDHOJ_03175	6999-5-12_GABGCO_03665	6999-5-5_IEJANN_02485			7553-4-28_BBELPC_03060	7622-3-93_BNKJJA_02930	7622-4-37_HCELOA_03835	7622-4-48_OIGNLO_02030	7622-5-52_DJJKEI_01520	7622-5-56_HCMIMP_02400	7622-5-93_FBDJDO_00025
Cluster_4336	Cluster_4336	15	7622-5-56_HCMIMP_02420__END	unannotated										6952-4-17_LCDOPK_08850__6952-4-17_LCDOPK_08855,START__6952-4-17_LCDOPK_03190	6952-4-19_IDAKCO_08560__END,START__6952-4-19_IDAKCO_01205	6999-1-11_GAMHDO_03845__END,START__6999-1-11_GAMHDO_09710	6999-1-3_MFDHOJ_03195__END,START__6999-1-3_MFDHOJ_09255	6999-5-12_GABGCO_03685__END,START__6999-5-12_GABGCO_08965	6999-5-5_IEJANN_02505__END,6999-5-5_IEJANN_08900__END	6999-7-20_BDNIPI_08520__END	START__7001-3-2_ILCIHP_09045	START__7553-4-28_BBELPC_03040,START__7553-4-28_BBELPC_08790	7622-3-93_BNKJJA_02950__END,7622-3-93_BNKJJA_08515__END	7622-4-37_HCELOA_03855__7622-4-37_HCELOA_03860,7622-4-37_HCELOA_10065__7622-4-37_HCELOA_10070	7622-4-48_OIGNLO_02055__END,START__7622-4-48_OIGNLO_08060	7622-5-52_DJJKEI_09440__7622-5-52_DJJKEI_09445,START__7622-5-52_DJJKEI_01500	7622-5-56_HCMIMP_02420__END,START__7622-5-56_HCMIMP_07510	START__7622-5-93_FBDJDO_00005,START__7622-5-93_FBDJDO_08435
Cluster_4337	Cluster_4337	14	7622-5-56_HCMIMP_02480__7622-5-56_HCMIMP_02485	unannotated										6952-4-17_LCDOPK_00835__6952-4-17_LCDOPK_00840	6952-4-19_IDAKCO_01970__6952-4-19_IDAKCO_01975	6999-1-11_GAMHDO_04310__6999-1-11_GAMHDO_04315	6999-1-3_MFDHOJ_03845__6999-1-3_MFDHOJ_03850	6999-5-12_GABGCO_02420__6999-5-12_GABGCO_02425	6999-5-5_IEJANN_04420__6999-5-5_IEJANN_04425	6999-7-20_BDNIPI_04080__6999-7-20_BDNIPI_04085	7001-3-2_ILCIHP_04055__7001-3-2_ILCIHP_04060		7622-3-93_BNKJJA_03585__7622-3-93_BNKJJA_03590	7622-4-37_HCELOA_05750__7622-4-37_HCELOA_05755	7622-4-48_OIGNLO_00230__7622-4-48_OIGNLO_00235	7622-5-52_DJJKEI_05585__7622-5-52_DJJKEI_05590	7622-5-56_HCMIMP_02480__7622-5-56_HCMIMP_02485	7622-5-93_FBDJDO_02565__7622-5-93_FBDJDO_02570
Cluster_4338	Cluster_4338	3	7622-5-56_HCMIMP_02520__7622-5-56_HCMIMP_02525	unannotated																			7622-3-93_BNKJJA_03625__7622-3-93_BNKJJA_03630				7622-5-56_HCMIMP_02520__7622-5-56_HCMIMP_02525	7622-5-93_FBDJDO_02605__7622-5-93_FBDJDO_02610
Cluster_4339	Cluster_4339	15	7622-5-56_HCMIMP_02570__7622-5-56_HCMIMP_02575	unannotated										6952-4-17_LCDOPK_00925__6952-4-17_LCDOPK_00930	6952-4-19_IDAKCO_01880__6952-4-19_IDAKCO_01885	6999-1-11_GAMHDO_04220__6999-1-11_GAMHDO_04225	6999-1-3_MFDHOJ_03935__6999-1-3_MFDHOJ_03940	6999-5-12_GABGCO_02510__6999-5-12_GABGCO_02515	6999-5-5_IEJANN_04510__6999-5-5_IEJANN_04515	6999-7-20_BDNIPI_03990__6999-7-20_BDNIPI_03995	7001-3-2_ILCIHP_04150__7001-3-2_ILCIHP_04155	7553-4-28_BBELPC_02410__7553-4-28_BBELPC_02415	7622-3-93_BNKJJA_03675__7622-3-93_BNKJJA_03680	7622-4-37_HCELOA_05840__7622-4-37_HCELOA_05845	7622-4-48_OIGNLO_00320__7622-4-48_OIGNLO_00325	7622-5-52_DJJKEI_05495__7622-5-52_DJJKEI_05500	7622-5-56_HCMIMP_02570__7622-5-56_HCMIMP_02575	7622-5-93_FBDJDO_02655__7622-5-93_FBDJDO_02660
Cluster_4340	Cluster_4340	15	7622-5-56_HCMIMP_02675__7622-5-56_HCMIMP_02680	unannotated	CDS			Translation factor	Translation factor (SUA5)	Translation factor	Translation factor (SUA5)	SO:0001217,UniParc:UPI000198B4A8,UniRef:UniRef100_A0A9Q9U2A6,UniRef:UniRef50_A0A0B7L497,UniRef:UniRef90_A0A0B7L497	SO:0001217,UniParc:UPI000152BBB7,UniRef:UniRef100_A0A0B7L497,UniRef:UniRef50_A0A0B7L497,UniRef:UniRef90_A0A0B7L497;SO:0001217,UniParc:UPI0002310620,UniRef:UniRef100_A0A098ZF02,UniRef:UniRef50_A0A0H2UQ98,UniRef:UniRef90_A0A0H2UQ98	6952-4-17_LCDOPK_01030__6952-4-17_LCDOPK_01035	6952-4-19_IDAKCO_05645__6952-4-19_IDAKCO_05650	6999-1-11_GAMHDO_04115,6999-1-11_GAMHDO_04115__6999-1-11_GAMHDO_04120	6999-1-3_MFDHOJ_04040__6999-1-3_MFDHOJ_04045	6999-5-12_GABGCO_02620__6999-5-12_GABGCO_02625	6999-5-5_IEJANN_04620__6999-5-5_IEJANN_04625	6999-7-20_BDNIPI_03890,6999-7-20_BDNIPI_03890__6999-7-20_BDNIPI_03895	7001-3-2_ILCIHP_04255__7001-3-2_ILCIHP_04260	7553-4-28_BBELPC_02305__7553-4-28_BBELPC_02310,7553-4-28_BBELPC_02310,7553-4-28_BBELPC_02310__7553-4-28_BBELPC_02315	7622-3-93_BNKJJA_03775__7622-3-93_BNKJJA_03780	7622-4-37_HCELOA_05940__7622-4-37_HCELOA_05945	7622-4-48_OIGNLO_00425__7622-4-48_OIGNLO_00430	7622-5-52_DJJKEI_05390__7622-5-52_DJJKEI_05395	7622-5-56_HCMIMP_02675__7622-5-56_HCMIMP_02680	7622-5-93_FBDJDO_02755__7622-5-93_FBDJDO_02760
mcrB	Cluster_4341	15	7622-5-56_HCMIMP_02685	CDS		mcrB		5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB	Endonuclease	5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB	Endonuclease	COG:COG1401,COG:V,RefSeq:WP_001042403.1,SO:0001217,UniParc:UPI00016DBB4F,UniRef:UniRef100_A0A0U0M4E8,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_A0A0B7LNM9	SO:0001217,UniRef:UniRef50_A0A6I3UR09,UniRef:UniRef90_A0A6I3UR09;COG:COG1401,COG:V,SO:0001217,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_UPI0005E538D9;COG:COG1401,COG:V,RefSeq:WP_001042400.1,SO:0001217,UniParc:UPI00016C3133,UniRef:UniRef100_A0A9Q9U0V3,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_A0A0B7LNM9;COG:COG1401,COG:V,RefSeq:WP_023396314.1,SO:0001217,UniParc:UPI0003C0E015,UniRef:UniRef100_A0A7X3C005,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_A0A0B7LNM9;COG:COG1401,COG:V,RefSeq:WP_001042423.1,SO:0001217,UniParc:UPI0002BAAECC,UniRef:UniRef100_UPI0002BAAECC,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_A0A0B7LNM9;COG:COG1401,COG:V,RefSeq:WP_001042392.1,SO:0001217,UniParc:UPI0002735A34,UniRef:UniRef100_A0A0U0JRU6,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_A0A0B7LNM9;COG:COG1401,COG:V,RefSeq:WP_050115238.1,SO:0001217,UniParc:UPI0005E19CF1,UniRef:UniRef100_A0A9Q9QYE4,UniRef:UniRef50_A0A3R9JZ17,UniRef:UniRef90_A0A0B7LNM9	6952-4-17_LCDOPK_01040,6952-4-17_LCDOPK_01045	6952-4-19_IDAKCO_05655,6952-4-19_IDAKCO_05660	6999-1-11_GAMHDO_04105	6999-1-3_MFDHOJ_04050	6999-5-12_GABGCO_02630	6999-5-5_IEJANN_04630	6999-7-20_BDNIPI_03880	7001-3-2_ILCIHP_04265	7553-4-28_BBELPC_02300	7622-3-93_BNKJJA_03785	7622-4-37_HCELOA_05950	7622-4-48_OIGNLO_00435	7622-5-52_DJJKEI_05385	7622-5-56_HCMIMP_02685	7622-5-93_FBDJDO_02765
Cluster_4342	Cluster_4342	15	7622-5-56_HCMIMP_02785	CDS				Uncharacterized membrane protein		Uncharacterized membrane protein		COG:COG4684,COG:S,RefSeq:WP_000747407.1,SO:0001217,UniParc:UPI000254D16F,UniRef:UniRef100_A0A0T7YU23,UniRef:UniRef50_A3CN52,UniRef:UniRef90_K8MSF5	COG:COG4684,COG:S,RefSeq:WP_000747408.1,SO:0001217,UniParc:UPI0000051773,UniRef:UniRef100_A0A064C5C4,UniRef:UniRef50_A3CN52,UniRef:UniRef90_K8MSF5	6952-4-17_LCDOPK_01140	6952-4-19_IDAKCO_05755	6999-1-11_GAMHDO_04010	6999-1-3_MFDHOJ_04145	6999-5-12_GABGCO_02730	6999-5-5_IEJANN_04725	6999-7-20_BDNIPI_03785	7001-3-2_ILCIHP_04360	7553-4-28_BBELPC_02200	7622-3-93_BNKJJA_03885	7622-4-37_HCELOA_06050	7622-4-48_OIGNLO_00530	7622-5-52_DJJKEI_05290	7622-5-56_HCMIMP_02785	7622-5-93_FBDJDO_02865
Cluster_4343	Cluster_4343	15	7622-5-56_HCMIMP_02885	CDS				Bacteriocin immunity protein		Bacteriocin immunity protein		RefSeq:WP_000985089.1,SO:0001217,UniParc:UPI00004A82AA,UniRef:UniRef100_A0A064C2K6,UniRef:UniRef50_A0A0B7LTB5,UniRef:UniRef90_A0A0B7LTB5	SO:0001217,UniRef:UniRef50_A0A0B7LTB5,UniRef:UniRef90_A0A0B7LTB5;RefSeq:WP_000436713.1,SO:0001217,UniParc:UPI0001DDD5B4,UniRef:UniRef100_A0A9P2WEE4,UniRef:UniRef50_A0A0B7LTB5,UniRef:UniRef90_A0A0B7LTB5	6952-4-17_LCDOPK_01240	6952-4-19_IDAKCO_05860	6999-1-11_GAMHDO_03910	6999-1-3_MFDHOJ_04245	6999-5-12_GABGCO_02830	6999-5-5_IEJANN_04825	6999-7-20_BDNIPI_09430	7001-3-2_ILCIHP_04460	7553-4-28_BBELPC_02100	7622-3-93_BNKJJA_03985	7622-4-37_HCELOA_06150	7622-4-48_OIGNLO_09230	7622-5-52_DJJKEI_05190	7622-5-56_HCMIMP_02885	7622-5-93_FBDJDO_02965
Cluster_4344	Cluster_4344	1	7622-5-56_HCMIMP_02960__7622-5-56_HCMIMP_02965	unannotated																							7622-5-56_HCMIMP_02960__7622-5-56_HCMIMP_02965	
rpsF	Cluster_4345	15	7622-5-56_HCMIMP_02985	CDS		rpsF		30S ribosomal protein S6		30S ribosomal protein S6		COG:COG0360,COG:J,GO:0000314,GO:0003735,GO:0005840,GO:0006412,GO:0019843,GO:0022627,GO:1990904,RefSeq:WP_001151785.1,SO:0001217,UniParc:UPI00000518B7,UniRef:UniRef100_Q04JK8,UniRef:UniRef50_Q5LY48,UniRef:UniRef90_Q5LY48	COG:COG0360,COG:J,GO:0000314,GO:0003735,GO:0005840,GO:0006412,GO:0019843,GO:0022627,GO:1990904,RefSeq:WP_054386878.1,SO:0001217,UniParc:UPI0005DD0E20,UniRef:UniRef100_UPI0005DD0E20,UniRef:UniRef50_Q5LY48,UniRef:UniRef90_Q5LY48	6952-4-17_LCDOPK_03865	6952-4-19_IDAKCO_04040	6999-1-11_GAMHDO_05230	6999-1-3_MFDHOJ_07010	6999-5-12_GABGCO_06845	6999-5-5_IEJANN_02905	6999-7-20_BDNIPI_00075	7001-3-2_ILCIHP_03170	7553-4-28_BBELPC_02900	7622-3-93_BNKJJA_04595	7622-4-37_HCELOA_08015	7622-4-48_OIGNLO_03610	7622-5-52_DJJKEI_02815	7622-5-56_HCMIMP_02985	7622-5-93_FBDJDO_03355
Cluster_4346	Cluster_4346	15	7622-5-56_HCMIMP_03075__7622-5-56_HCMIMP_03080	unannotated										6952-4-17_LCDOPK_03770__6952-4-17_LCDOPK_03775	6952-4-19_IDAKCO_03940__6952-4-19_IDAKCO_03945	6999-1-11_GAMHDO_05130__6999-1-11_GAMHDO_05135	6999-1-3_MFDHOJ_07100__6999-1-3_MFDHOJ_07105	6999-5-12_GABGCO_09500__6999-5-12_GABGCO_09505	6999-5-5_IEJANN_02810__6999-5-5_IEJANN_02815	6999-7-20_BDNIPI_09945__6999-7-20_BDNIPI_09950	7001-3-2_ILCIHP_03065__7001-3-2_ILCIHP_03070	7553-4-28_BBELPC_03000__7553-4-28_BBELPC_03005	7622-3-93_BNKJJA_04495__7622-3-93_BNKJJA_04500	7622-4-37_HCELOA_07920__7622-4-37_HCELOA_07925	7622-4-48_OIGNLO_03515__7622-4-48_OIGNLO_03520	7622-5-52_DJJKEI_02905__7622-5-52_DJJKEI_02910	7622-5-56_HCMIMP_03075__7622-5-56_HCMIMP_03080	7622-5-93_FBDJDO_03445__7622-5-93_FBDJDO_03450
menH.2	Cluster_4347	15	7622-5-56_HCMIMP_03180	CDS	unannotated	menH		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold		COG:COG0596,COG:HR,RefSeq:WP_000759766.1,SO:0001217,UniParc:UPI00016DB8C0,UniRef:UniRef100_B1IB72,UniRef:UniRef50_D3H8Z0,UniRef:UniRef90_D3H8Z0	COG:COG0596,COG:HR,RefSeq:WP_000759768.1,SO:0001217,UniParc:UPI00016C2DAA,UniRef:UniRef100_UPI00016C2DAA,UniRef:UniRef50_D3H8Z0,UniRef:UniRef90_D3H8Z0;COG:COG0596,COG:HR,SO:0001217,UniParc:UPI00016C338A,UniRef:UniRef100_A0A0I8DU78,UniRef:UniRef50_A0A0I8DU78,UniRef:UniRef90_A0A0I8DU78;COG:COG0596,COG:HR,RefSeq:WP_054387406.1,SO:0001217,UniParc:UPI0005E7FCD5,UniRef:UniRef100_A0A9X8HW77,UniRef:UniRef50_D3H8Z0,UniRef:UniRef90_D3H8Z0;COG:COG0596,COG:HR,RefSeq:WP_000759793.1,SO:0001217,UniParc:UPI00027359FB,UniRef:UniRef100_A0A4L8RCH9,UniRef:UniRef50_D3H8Z0,UniRef:UniRef90_D3H8Z0	6952-4-17_LCDOPK_09700	6952-4-19_IDAKCO_02255	6999-1-11_GAMHDO_10465	6999-1-3_MFDHOJ_06205	6999-5-12_GABGCO_06975	6999-5-5_IEJANN_02705	6999-7-20_BDNIPI_09895	7001-3-2_ILCIHP_02950__7001-3-2_ILCIHP_02955,7001-3-2_ILCIHP_02955	7553-4-28_BBELPC_02630	7622-3-93_BNKJJA_08090	7622-4-37_HCELOA_09865	7622-4-48_OIGNLO_09975	7622-5-52_DJJKEI_06155	7622-5-56_HCMIMP_03180	7622-5-93_FBDJDO_08030
Cluster_4348	Cluster_4348	15	7622-5-56_HCMIMP_03185	CDS				PF06252 family protein		PF06252 family protein		RefSeq:WP_000420566.1,SO:0001217,UniParc:UPI000153DC53,UniRef:UniRef100_A0A0B7ME19,UniRef:UniRef50_I2J8F9,UniRef:UniRef90_I2J8F9	RefSeq:WP_050200967.1,SO:0001217,UniParc:UPI0005DA6A34,UniRef:UniRef100_UPI0005DA6A34,UniRef:UniRef50_I2J8F9,UniRef:UniRef90_I2J8F9	6952-4-17_LCDOPK_09695	6952-4-19_IDAKCO_02250	6999-1-11_GAMHDO_10470	6999-1-3_MFDHOJ_06210	6999-5-12_GABGCO_06980	6999-5-5_IEJANN_02700	6999-7-20_BDNIPI_09900	7001-3-2_ILCIHP_02950	7553-4-28_BBELPC_02635	7622-3-93_BNKJJA_08095	7622-4-37_HCELOA_09870	7622-4-48_OIGNLO_09980	7622-5-52_DJJKEI_06160	7622-5-56_HCMIMP_03185	7622-5-93_FBDJDO_08035
Cluster_4349	Cluster_4349	15	7622-5-56_HCMIMP_03195__7622-5-56_HCMIMP_03200	unannotated										6952-4-17_LCDOPK_05925__6952-4-17_LCDOPKNNMA_2173	6952-4-19_IDAKCO_02235__6952-4-19_IDAKCO_02240	6999-1-11_GAMHDO_06100__6999-1-11_GAMHDO_06105	6999-1-3_MFDHOJ_06220__6999-1-3_MFDHOJ_06225	6999-5-12_GABGCO_06985__6999-5-12_GABGCO_06990	6999-5-5_IEJANN_02685__6999-5-5_IEJANN_02690	6999-7-20_BDNIPI_09910__END	7001-3-2_ILCIHP_02935__7001-3-2_ILCIHP_02940	7553-4-28_BBELPC_02645__7553-4-28_BBELPC_02650	7622-3-93_BNKJJA_08105__7622-3-93_BNKJJA_08110	7622-4-37_HCELOA_09880__7622-4-37_HCELOA_09885	7622-4-48_OIGNLO_05270__7622-4-48_OIGNLO_05275	7622-5-52_DJJKEI_08685__7622-5-52_DJJKEI_08690	7622-5-56_HCMIMP_03195__7622-5-56_HCMIMP_03200	7622-5-93_FBDJDO_08045__7622-5-93_FBDJDO_08050
